200, 0, 0
400, 0, 1
800, 0, 2
1200, 0, 0
1600, 0, 1
2000, 0, 2
2400, 0, 0
2800, 0, 1
3200, 0, 2
3600, 0, 0
4000, 0, 1
4400, 0, 2
4800, 0, 0
5200, 0, 1
5600, 0, 2
6000, 0, 0
6400, 0, 1
6800, 0, 2
7200, 0, 0
7600, 0, 1
8000, 0, 2
8400, 0, 0
8800, 0, 1
9200, 0, 2
9600, 0, 0
10000, 0, 1
10400, 0, 2
10800, 0, 0
11200, 0, 1
11600, 0, 2
12000, 0, 0
12400, 0, 1
12800, 0, 2
13200, 0, 0
13600, 0, 1
14000, 0, 2
14400, 0, 0
14800, 0, 1
15200, 0, 2
15600, 0, 0
16000, 0, 1
16400, 0, 2
16800, 0, 0
17200, 0, 1
17600, 0, 2
18000, 0, 0
18400, 0, 1
18800, 0, 2
19200, 0, 0
19600, 0, 1
20000, 0, 2
20400, 0, 0
20800, 0, 1
21200, 0, 2
21600, 0, 0
22000, 0, 1
22400, 0, 2
22800, 0, 0
23200, 0, 1
23600, 0, 2
24000, 0, 0
24400, 0, 1
24800, 0, 2
25200, 0, 0
25600, 0, 1
26000, 0, 2
26400, 0, 0
26800, 0, 1
27200, 0, 2
27600, 0, 0
28000, 0, 1
28400, 0, 2
28800, 0, 0
29200, 0, 1
29600, 0, 2
30000, 0, 0
30400, 0, 1
30800, 0, 2
31200, 0, 0
31600, 0, 1
32000, 0, 2
32400, 0, 0
32800, 0, 1
33200, 0, 2
33600, 0, 0
34000, 0, 1
34400, 0, 2
34800, 0, 0
35200, 0, 1
35600, 0, 2
36000, 0, 0
36400, 0, 1
36800, 0, 2
37200, 0, 0
37600, 0, 1
38000, 0, 2
38400, 0, 0
38800, 0, 1
39200, 0, 2
39600, 0, 0
40000, 0, 1
40400, 0, 2
40800, 0, 0
41200, 0, 1
41600, 0, 2
42000, 0, 0
42400, 0, 1
42800, 0, 2
43200, 0, 0
43600, 0, 1
44000, 0, 2
44400, 0, 0
44800, 0, 1
45200, 0, 2
45600, 0, 0
46000, 0, 1
46400, 0, 2
46800, 0, 0
47200, 0, 1
47600, 0, 2
48000, 0, 0
48400, 0, 1
48800, 0, 2
49200, 0, 0
49600, 0, 1
50000, 0, 2
50400, 0, 0
50800, 0, 1
51200, 0, 2
51600, 0, 0
52000, 0, 1
52400, 0, 2
52800, 0, 0
53200, 0, 1
53600, 0, 2
54000, 0, 0
54400, 0, 1
54800, 0, 2
55200, 0, 0
55600, 0, 1
56000, 0, 2
56400, 0, 0
56800, 0, 1
57200, 0, 2
57600, 0, 0
58000, 0, 1
58400, 0, 2
58800, 0, 0
59200, 0, 1
59600, 0, 2
60000, 0, 0
60400, 0, 1
60800, 0, 2
61200, 0, 0
61600, 0, 1
62000, 0, 2
62400, 0, 0
62800, 0, 1
63200, 0, 2
63600, 0, 0
64000, 0, 1
64400, 0, 2
64800, 0, 0
65200, 0, 1
65600, 0, 2
66000, 0, 0
66400, 0, 1
66800, 0, 2
67200, 0, 0
67600, 0, 1
68000, 0, 2
68400, 0, 0
68800, 0, 1
69200, 0, 2
69600, 0, 0
70000, 0, 1
70400, 0, 2
70800, 0, 0
71200, 0, 1
71600, 0, 2
72000, 0, 0
72400, 0, 1
72800, 0, 2
73200, 0, 0
73600, 0, 1
74000, 0, 2
74400, 0, 0
74800, 0, 1
75200, 0, 2
75600, 0, 0
76000, 0, 1
76400, 0, 2
76800, 0, 0
77200, 0, 1
77600, 0, 2
78000, 0, 0
78400, 0, 1
78800, 0, 2
79200, 0, 0
79600, 0, 1
80000, 0, 2
80400, 0, 0
80800, 0, 1
81200, 0, 2
81600, 0, 0
82000, 0, 1
82400, 0, 2
82800, 0, 0
83200, 0, 1
83600, 0, 2
84000, 0, 0
84400, 0, 1
84800, 0, 2
85200, 0, 0
85600, 0, 1
86000, 0, 2
86400, 0, 0
86800, 0, 1
87200, 0, 2
87600, 0, 0
88000, 0, 1
88400, 0, 2
88800, 0, 0
89200, 0, 1
89600, 0, 2
90000, 0, 0
90400, 0, 1
90800, 0, 2
91200, 0, 0
91600, 0, 1
92000, 0, 2
92400, 0, 0
92800, 0, 1
93200, 0, 2
93600, 0, 0
94000, 0, 1
94400, 0, 2
94800, 0, 0
95200, 0, 1
95600, 0, 2
96000, 0, 0
96400, 0, 1
96800, 0, 2
97200, 0, 0
97600, 0, 1
98000, 0, 2
98400, 0, 0
98800, 0, 1
99200, 0, 2
99600, 0, 0
100000, 0, 1
100400, 0, 2
100800, 0, 0
101200, 0, 1
101600, 0, 2
102000, 0, 0
102400, 0, 1
102800, 0, 2
103200, 0, 0
103600, 0, 1
104000, 0, 2
104400, 0, 0
104800, 0, 1
105200, 0, 2
105600, 0, 0
106000, 0, 1
106400, 0, 2
106800, 0, 0
107200, 0, 1
107600, 0, 2
108000, 0, 0
108400, 0, 1
108800, 0, 2
109200, 0, 0
109600, 0, 1
110000, 0, 2
110400, 0, 0
110800, 0, 1
111200, 0, 2
111600, 0, 0
112000, 0, 1
112400, 0, 2
112800, 0, 0
113200, 0, 1
113600, 0, 2
114000, 0, 0
114400, 0, 1
114800, 0, 2
115200, 0, 0
115600, 0, 1
116000, 0, 2
116400, 0, 0
116800, 0, 1
117200, 0, 2
117600, 0, 0
118000, 0, 1
118400, 0, 2
118800, 0, 0
119200, 0, 1
119600, 0, 2
