0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
102.0,65.75866092089564,2.131742974743247,1.0770911872386932,-3.3659099601209164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332042.9945314,0.0
102.0,90.5616774270311,1.484740282408893,4.555198146030307,-2.0307656759396195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332042.9945314,0.0
103.0,23.209819125011563,-3.4070488596335053,-3.339730660431087,0.6357829924672842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332042.995159,0.0
103.0,38.883739839307964,2.864763366058469,0.16829549800604582,-3.6127433571964502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332042.995159,0.0
104.0,99.55239692050964,5.449034235440195,-4.375682948157191,-0.3253712961450219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332043.0075357,0.0
104.0,53.57780676521361,-2.060684875585139,-4.136329350993037,-4.383162748068571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332043.0075357,0.0
105.0,20.08700266201049,-0.8190380902960896,-0.8339976901188493,-2.378576371818781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332043.023363,0.0
105.0,90.65143502596766,4.4467410473152995,-0.40390919521450996,0.6096036927774549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332043.023363,0.0
106.0,75.35150430724025,-1.4996998822316527,-4.173728350549936,-0.5497652934864163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332043.0239208,0.0
106.0,7.3451635129749775,-1.166848786175251,-1.1930280858650804,0.007479799911379814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332043.0239208,0.0
107.0,73.31325883138925,1.7914120787754655,3.384609459899366,2.6852481681853533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332043.0539,0.0
107.0,94.52971128001809,1.4323816830292344,-1.1182300867512822,2.255159673281014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332043.0539,0.0
108.0,17.6373681910336,-3.911935353651643,0.0,-0.1084570987150073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332043.054578,0.0
108.0,43.693251182325184,0.7853789906948805,-1.8213312784209847,-2.3935359716415405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332043.054578,0.0
109.0,102.34610218741,4.43178144749254,-0.29545209649950266,4.615036545321345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332043.0553143,0.0
109.0,42.23469019960612,0.06357829924672842,-6.073597528040409,-4.6075567454099655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332043.0553143,0.0
110.0,25.32286259997636,1.8288110783323646,0.5722046932205558,-5.23585993796587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332043.0675044,0.0
