0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
102.0,154.6299035679549,-11.466533264145255,-14.320076930336654,-9.215113490819931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.0446222,0.0
102.0,614.8713418650441,4.925448241643608,-9.862116183154285,0.7479799911379814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.0446222,0.0
103.0,444.2814152361825,-4.155028850771487,-10.972866469994187,-8.246479402296245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.0592935,0.0
103.0,472.90660949703306,-13.198106943629682,-21.167833749204874,-5.995059628970921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.0592935,0.0
104.0,615.0583368628286,-0.4263485949486494,-5.995059628970921,4.098930351436138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.0599065,0.0
104.0,441.4390912698582,1.7914120787754655,-1.488480182364583,-0.6208233926445246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.0599065,0.0
105.0,618.7851471686736,-15.6739207142964,-19.051050374284387,-13.759091936983168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.073374,0.0
105.0,326.347410033457,1.0995305869728327,-6.144655627198517,-0.03739899955689907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.073374,0.0
106.0,687.2028769580647,2.8011850668117404,0.7928587906062603,-2.0345055758953094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.0891535,0.0
106.0,1155.4084322107956,-11.328156965784729,-23.494051521643996,-10.770911872386932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.0891535,0.0
107.0,1312.3215447016992,-2.2813389729708433,3.4706271588802338,-2.584270869381726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.0898328,0.0
107.0,1554.4071387834847,4.757152743637562,-5.157322038896382,1.6193766808137298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.0898328,0.0
108.0,1481.8287702933885,-1.694174679927528,-10.961646770127118,-1.8175913784652948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.1035156,0.0
108.0,1429.503830013331,-7.401262012310326,-12.225732955150306,-7.917368206195533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.1035156,0.0
109.0,1566.1653842441738,2.9993997644633055,-1.694174679927528,2.0681646754965186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.1191895,0.0
109.0,1406.589462984819,0.6357829924672842,-6.664501721039414,-1.5146594820544124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.1191895,0.0
110.0,1087.1103792199865,-11.791904560290277,-15.68888031411916,-18.318029982969165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.1198392,0.0
110.0,1524.5234681875445,1.170588686130941,0.5497652934864163,2.2738591730594635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.1198392,0.0
111.0,1377.536050179042,2.3112581726163626,3.8109580548480153,3.777298955246806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.1336226,0.0
111.0,1009.3896482908167,-8.691527497023344,-26.92353978101164,-12.973712946288288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.1336226,0.0
112.0,637.6398527952842,0.011219699867069721,-2.984440164640546,-8.0407849047333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.149288,0.0
112.0,660.2045391779393,1.0621315874159336,-7.001092717051506,3.5304655581712723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.149288,0.0
113.0,592.6301568285562,0.06357829924672842,-8.47461329959333,-5.366756436415017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.1499295,0.0
113.0,502.23677489953116,-7.876229306682944,-17.510211592540145,-4.895529041998088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.1499295,0.0
114.0,635.8989293659106,4.671135044656694,7.333943813107908,2.7189072677865624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.1635456,0.0
114.0,402.01119598699734,3.5977837573736906,-5.344317036680877,-2.217760673724115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.1635456,0.0
115.0,560.9195451042615,-7.678014609031379,-16.04791070986539,-13.474859540350735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.179254,0.0
115.0,360.75635957578197,4.43178144749254,-0.80407849047333,-0.6245632926002145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.179254,0.0
116.0,741.1976825683378,1.488480182364583,-10.707333573140204,-0.011219699867069721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.179942,0.0
116.0,1103.7211448731832,-8.295098101720214,-12.551104251295328,-17.203539796173573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.179942,0.0
117.0,1454.1740800710395,-2.7226471677422523,-7.468580211512744,-1.2192073855549097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.1935663,0.0
117.0,1494.8436221391894,1.567018081434071,-1.3388841841369867,0.4375682948157191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751328316.1935663,0.0
